student_id,login_frequency_per_week,attendance_percentage,assignment_delay_days,study_hours_per_day,sentiment_score,sleep_hours_per_day,stress_level,activity_trend,social_interaction_score,extracurricular_participation,activity_irregularity_score,engagement_score,burnout_velocity,burnout_risk_score,burnout_risk_level,dropout_probability,behavioural_triggers,recommended_intervention
1368,0,55,2,1.0,-0.11,6.4,5,Stable,1,2,0.89,2.05,0.507,57.0,Medium,0.6,"Low attendance, Low LMS activity",Monitor and provide academic support
1369,5,45,7,5.1,-0.98,4.8,7,Stable,9,1,0.25,5.67,0.128,51.22,Medium,0.52,"Low attendance, Negative sentiment",Monitor and provide academic support
1370,0,76,9,3.7,-0.11,6.4,3,Declining,0,3,0.32,3.02,0.164,51.13,Medium,0.46,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1371,2,44,5,5.0,-0.54,6.2,6,Declining,9,2,1.0,4.72,0.597,59.69,Medium,0.54,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1372,5,72,1,1.2,-0.65,7.4,4,Stable,8,3,0.13,5.5,0.041,31.54,Low,0.33,Negative sentiment,No immediate action required
1373,6,64,9,5.4,-0.1,5.4,7,Declining,8,2,0.6,6.4,0.27,45.04,Medium,0.38,Frequent assignment delays,Monitor and provide academic support
1374,2,50,10,5.1,-0.06,6.9,1,Stable,1,3,0.04,3.32,0.019,47.19,Medium,0.56,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1375,2,50,0,0.6,0.22,7.5,6,Declining,9,3,0.36,4.02,0.154,42.69,Medium,0.44,"Low attendance, Low LMS activity",Monitor and provide academic support
1376,5,41,9,2.0,-0.51,7.9,7,Improving,6,3,0.43,4.33,0.222,51.71,Medium,0.58,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1377,0,56,7,1.9,-0.72,7.8,7,Stable,9,4,0.87,3.86,0.552,63.44,Medium,0.69,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1378,4,42,14,2.7,-0.62,6.7,5,Declining,6,3,0.55,4.2,0.329,59.73,Medium,0.64,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1379,6,75,1,2.7,-0.19,6.7,4,Stable,2,1,0.19,4.99,0.054,28.3,Low,0.31,Normal behaviour,No immediate action required
1380,4,75,5,2.4,-0.37,5.9,3,Stable,5,3,0.67,4.93,0.282,42.15,Medium,0.49,Negative sentiment,Monitor and provide academic support
1381,0,71,3,1.1,0.06,5.9,5,Improving,3,4,0.99,2.95,0.54,54.55,Medium,0.45,Low LMS activity,Monitor and provide academic support
1382,0,81,14,5.9,0.45,9.2,3,Declining,1,2,0.41,3.81,0.204,49.64,Medium,0.48,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1383,3,63,0,3.3,-0.06,6.6,8,Declining,6,4,0.78,4.65,0.357,45.82,Medium,0.36,High stress,Monitor and provide academic support
1384,1,51,14,3.1,-0.7,6.4,5,Declining,1,1,0.87,2.65,0.607,69.81,Medium,0.62,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1385,1,50,7,1.0,-0.5,6.0,8,Stable,7,0,0.65,3.4,0.406,62.46,Medium,0.57,"Low attendance, Low LMS activity, Negative sentiment, High stress",Monitor and provide academic support
1386,5,55,12,3.8,-0.42,8.4,9,Declining,7,0,0.47,5.31,0.246,52.38,Medium,0.43,"Low attendance, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1387,7,96,1,5.1,0.76,6.4,3,Stable,7,2,0.63,7.4,0.117,18.5,Low,0.25,Normal behaviour,No immediate action required
1388,1,68,14,5.4,0.81,9.4,8,Stable,4,1,0.13,4.22,0.065,49.89,Medium,0.56,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1389,1,51,5,1.3,-0.5,8.1,4,Stable,0,4,0.68,2.09,0.379,55.77,Medium,0.65,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1390,2,62,12,2.0,0.33,4.8,8,Improving,6,3,0.32,4.06,0.179,56.0,Medium,0.59,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1391,5,46,13,1.2,0.12,7.5,4,Stable,0,4,0.71,3.12,0.376,52.97,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1392,2,85,5,1.0,0.67,6.8,6,Stable,4,3,0.23,4.15,0.087,37.71,Low,0.36,Low LMS activity,No immediate action required
1393,0,59,11,1.0,0.71,2.8,3,Declining,2,0,0.32,2.37,0.181,56.68,Medium,0.56,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1394,0,56,1,4.2,-0.58,8.2,3,Stable,2,4,0.58,2.92,0.292,50.38,Medium,0.54,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1395,4,59,8,4.9,0.06,6.2,9,Stable,3,4,0.8,4.55,0.429,53.58,Medium,0.48,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1396,7,91,7,5.8,-0.03,5.0,9,Improving,2,2,0.59,6.39,0.221,37.46,Low,0.38,High stress,No immediate action required
1397,5,50,9,2.1,0.02,7.6,3,Stable,3,0,0.61,4.02,0.279,45.67,Medium,0.54,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1398,7,47,10,1.2,0.51,7.6,3,Declining,4,0,0.98,4.55,0.428,43.7,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1399,5,96,3,4.2,0.71,5.6,6,Stable,6,1,0.58,6.42,0.17,29.32,Low,0.39,Normal behaviour,No immediate action required
1400,1,64,5,3.1,-0.0,5.4,3,Stable,3,4,0.87,3.44,0.46,52.92,Medium,0.52,Low LMS activity,Monitor and provide academic support
1401,0,90,5,2.6,-0.35,9.4,4,Stable,6,0,0.94,4.42,0.454,48.33,Medium,0.51,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1402,1,88,8,1.5,0.09,3.9,2,Stable,3,0,0.13,3.84,0.056,43.37,Medium,0.41,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1403,1,43,0,3.9,-0.5,7.5,7,Stable,8,4,0.58,3.97,0.308,53.09,Medium,0.5,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1404,2,75,1,3.4,0.44,9.0,9,Stable,2,2,0.43,3.93,0.171,39.88,Low,0.42,"Low LMS activity, High stress",No immediate action required
1405,0,78,13,4.7,0.6,7.0,6,Stable,3,1,0.31,3.88,0.163,52.62,Medium,0.47,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1406,4,40,14,5.3,0.22,2.7,5,Improving,9,0,0.15,5.26,0.082,54.87,Medium,0.61,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1407,5,66,6,5.9,-0.34,5.9,2,Stable,4,3,0.05,5.46,0.017,34.93,Low,0.37,Negative sentiment,No immediate action required
1408,2,57,11,4.6,-0.13,4.5,2,Stable,1,4,0.07,3.43,0.036,50.73,Medium,0.45,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1409,6,45,9,4.8,-0.76,9.1,7,Stable,2,0,0.57,4.51,0.285,50.03,Medium,0.44,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1410,7,44,6,4.8,0.4,5.7,7,Stable,6,4,0.01,5.58,0.004,36.02,Low,0.29,Low attendance,No immediate action required
1411,1,67,12,2.6,-0.06,5.7,3,Declining,7,1,0.15,4.23,0.077,51.33,Medium,0.51,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1412,4,42,12,3.5,0.1,6.5,9,Stable,4,0,0.92,3.96,0.573,62.27,Medium,0.68,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1413,1,80,5,3.5,-0.21,6.7,8,Stable,8,1,0.17,5.0,0.078,45.91,Medium,0.38,"Low LMS activity, High stress",Monitor and provide academic support
1414,1,85,13,1.9,0.16,6.7,2,Declining,1,2,0.0,3.43,0.0,44.93,Medium,0.48,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1415,2,95,10,4.7,0.89,5.0,1,Improving,8,1,0.04,5.99,0.013,32.67,Low,0.42,"Low LMS activity, Frequent assignment delays",No immediate action required
1416,5,55,7,2.2,-0.7,5.7,9,Improving,1,1,0.68,3.79,0.375,55.1,Medium,0.56,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
1417,1,86,14,4.8,1.01,5.0,7,Declining,2,4,0.69,4.24,0.374,54.27,Medium,0.64,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1418,4,83,7,2.7,0.16,6.4,7,Improving,2,1,0.81,4.63,0.365,45.1,Medium,0.41,Normal behaviour,Monitor and provide academic support
1419,3,98,0,5.1,0.17,6.9,1,Declining,2,1,0.65,5.26,0.185,28.46,Low,0.28,Normal behaviour,No immediate action required
1420,5,52,13,3.4,-0.48,8.9,8,Improving,6,4,0.43,4.94,0.227,52.75,Medium,0.45,"Low attendance, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1421,0,40,5,2.5,-0.1,9.6,7,Stable,1,0,0.66,1.9,0.393,59.6,Medium,0.54,"Low attendance, Low LMS activity",Monitor and provide academic support
1422,2,84,11,1.7,0.6,5.6,4,Stable,8,4,0.57,5.06,0.262,45.95,Medium,0.52,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1423,1,79,12,3.2,-0.2,5.6,5,Improving,8,1,0.29,4.91,0.152,52.45,Medium,0.43,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1424,5,50,8,1.8,-0.14,5.6,2,Declining,6,4,0.47,4.56,0.209,44.53,Medium,0.36,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1425,1,88,3,2.7,0.48,6.6,4,Stable,0,3,0.12,3.48,0.043,35.98,Low,0.38,Low LMS activity,No immediate action required
1426,7,73,12,5.0,0.78,5.8,3,Stable,9,2,0.16,7.09,0.048,30.21,Low,0.24,Frequent assignment delays,No immediate action required
1427,7,94,1,2.2,1.06,8.5,6,Stable,6,1,0.77,6.56,0.158,20.54,Low,0.25,Normal behaviour,No immediate action required
1428,1,99,7,2.7,0.67,8.3,9,Stable,0,2,0.56,3.81,0.248,44.2,Medium,0.48,"Low LMS activity, High stress",Monitor and provide academic support
1429,4,59,14,4.1,0.24,6.8,9,Declining,8,4,0.0,5.39,0.0,49.24,Medium,0.57,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1430,1,52,3,3.3,-0.57,7.6,8,Improving,6,1,0.68,3.72,0.386,56.79,Medium,0.65,"Low attendance, Low LMS activity, Negative sentiment, High stress",Monitor and provide academic support
1431,6,79,6,1.0,-0.77,4.4,5,Declining,8,1,0.33,5.97,0.129,39.12,Low,0.3,Negative sentiment,No immediate action required
1432,4,41,8,4.5,-0.69,7.0,6,Stable,2,1,0.21,3.73,0.109,52.05,Medium,0.48,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1433,4,58,5,2.7,-0.42,5.5,8,Declining,8,3,0.9,5.08,0.48,53.35,Medium,0.6,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
1434,0,58,5,4.0,-0.13,7.2,3,Stable,3,2,0.88,3.14,0.488,55.51,Medium,0.52,"Low attendance, Low LMS activity",Monitor and provide academic support
1435,4,46,10,4.8,0.22,6.1,2,Declining,8,0,0.67,5.14,0.326,48.59,Medium,0.43,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1436,6,90,13,2.2,0.19,7.0,3,Declining,4,2,0.81,5.74,0.32,39.55,Low,0.48,Frequent assignment delays,No immediate action required
1437,7,61,10,4.9,0.02,6.8,8,Stable,3,2,0.87,5.51,0.41,47.09,Medium,0.4,"Frequent assignment delays, High stress",Monitor and provide academic support
1438,7,46,10,5.8,-0.03,6.4,7,Improving,9,4,0.64,6.44,0.298,46.51,Medium,0.45,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1439,4,80,10,3.8,0.64,6.3,3,Declining,2,3,0.47,4.76,0.183,38.87,Low,0.43,Frequent assignment delays,No immediate action required
1440,4,70,14,5.3,-0.29,7.0,2,Stable,1,2,0.68,4.56,0.341,50.12,Medium,0.53,Frequent assignment delays,Monitor and provide academic support
1441,7,54,2,4.0,0.03,7.0,4,Stable,0,1,0.37,4.52,0.119,32.23,Low,0.29,Low attendance,No immediate action required
1442,0,68,1,1.4,-0.26,6.4,9,Improving,7,2,0.25,3.72,0.125,50.08,Medium,0.42,"Low LMS activity, High stress",Monitor and provide academic support
1443,5,64,7,3.4,-1.21,5.2,6,Improving,1,1,0.67,4.3,0.353,52.74,Medium,0.45,Negative sentiment,Monitor and provide academic support
1444,7,97,6,4.6,-1.01,6.7,6,Stable,8,4,0.26,7.53,0.081,31.02,Low,0.21,Negative sentiment,No immediate action required
1445,2,80,4,1.6,-0.7,5.9,9,Stable,5,1,0.17,4.32,0.081,47.69,Medium,0.4,"Low LMS activity, Negative sentiment, High stress",Monitor and provide academic support
1446,5,72,1,4.5,0.38,5.0,4,Stable,1,2,0.37,4.76,0.118,31.93,Low,0.34,Normal behaviour,No immediate action required
1447,3,81,8,4.6,0.38,5.3,8,Improving,7,1,0.45,5.65,0.203,45.02,Medium,0.5,"Frequent assignment delays, High stress",Monitor and provide academic support
1448,2,78,12,3.3,0.14,6.5,8,Stable,6,1,0.54,4.8,0.289,53.51,Medium,0.63,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1449,3,89,10,2.0,0.57,6.7,3,Improving,5,3,0.83,4.97,0.353,42.55,Medium,0.33,Frequent assignment delays,Monitor and provide academic support
1450,0,93,0,1.3,-0.67,6.7,6,Stable,6,3,0.42,4.25,0.185,44.0,Medium,0.42,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1451,5,50,3,4.9,0.13,9.0,1,Declining,1,1,0.3,4.18,0.097,32.46,Low,0.29,Low attendance,No immediate action required
1452,0,54,13,5.5,-0.49,8.0,9,Improving,2,1,0.19,3.12,0.122,64.43,Medium,0.71,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1453,4,45,4,1.4,0.85,6.2,6,Improving,0,3,0.93,2.83,0.451,48.45,Medium,0.57,Low attendance,Monitor and provide academic support
1454,0,98,6,5.9,0.04,10.2,2,Stable,3,2,0.7,4.72,0.282,40.28,Medium,0.34,Low LMS activity,Monitor and provide academic support
1455,0,76,11,4.9,0.4,8.5,6,Improving,9,2,0.38,5.06,0.19,50.04,Medium,0.48,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1456,6,62,9,1.7,0.45,8.1,7,Stable,8,4,0.14,5.6,0.051,36.19,Low,0.41,Frequent assignment delays,No immediate action required
1457,0,55,6,3.9,-1.17,2.9,3,Stable,6,4,0.15,3.63,0.088,58.82,Medium,0.68,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1458,6,46,2,5.0,0.24,6.8,9,Stable,3,1,0.15,4.78,0.056,37.66,Low,0.4,"Low attendance, High stress",No immediate action required
1459,3,60,13,1.8,0.23,6.4,3,Stable,7,0,0.53,4.46,0.27,50.86,Medium,0.56,Frequent assignment delays,Monitor and provide academic support
1460,3,56,13,3.1,-1.15,5.7,2,Declining,8,3,0.03,4.8,0.016,52.92,Medium,0.57,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1461,0,50,9,4.5,-0.35,6.1,9,Improving,7,0,0.09,3.8,0.055,60.75,Medium,0.69,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1462,1,71,8,1.9,-0.27,8.1,1,Improving,7,1,0.74,4.21,0.363,49.1,Medium,0.5,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1463,6,68,7,0.9,0.18,7.4,4,Declining,1,0,0.37,4.22,0.132,35.72,Low,0.41,Normal behaviour,No immediate action required
1464,6,43,1,3.3,0.84,9.1,9,Stable,4,2,0.09,4.55,0.028,31.59,Low,0.31,"Low attendance, High stress",No immediate action required
1465,1,65,13,5.8,-0.29,2.2,2,Declining,2,0,0.3,3.81,0.175,58.3,Medium,0.57,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1466,7,42,10,4.9,0.23,8.5,4,Declining,5,0,0.05,5.34,0.018,36.11,Low,0.34,"Low attendance, Frequent assignment delays",No immediate action required
1467,7,55,9,3.7,1.13,5.5,4,Improving,8,2,0.11,6.09,0.034,30.86,Low,0.33,"Low attendance, Frequent assignment delays",No immediate action required
1468,0,65,8,3.2,-0.44,2.6,1,Declining,7,1,0.67,3.99,0.391,58.31,Medium,0.59,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1469,7,75,7,0.7,0.48,7.2,2,Improving,2,3,0.7,4.89,0.221,31.51,Low,0.39,Normal behaviour,No immediate action required
1470,5,55,2,2.4,-0.29,6.8,4,Improving,3,2,0.61,4.23,0.249,40.81,Medium,0.37,Low attendance,Monitor and provide academic support
1471,7,46,2,2.4,0.27,7.1,3,Improving,6,4,0.54,5.16,0.176,32.59,Low,0.35,Low attendance,No immediate action required
1472,4,45,0,3.3,0.34,7.3,6,Declining,7,4,0.44,4.61,0.173,39.22,Low,0.48,Low attendance,No immediate action required
1473,5,49,11,1.6,0.04,5.2,1,Improving,2,0,0.56,3.69,0.269,48.0,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1474,4,73,9,4.4,0.09,7.8,3,Declining,0,1,0.59,4.27,0.249,42.21,Medium,0.36,Frequent assignment delays,Monitor and provide academic support
1475,2,50,14,0.6,-0.27,4.3,5,Declining,4,3,0.26,3.02,0.159,61.34,Medium,0.67,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1476,1,51,12,4.1,-0.84,5.8,5,Improving,6,3,0.92,3.85,0.629,68.41,Medium,0.68,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1477,0,65,5,5.1,-0.21,7.7,7,Improving,5,0,0.62,3.97,0.338,54.58,Medium,0.46,Low LMS activity,Monitor and provide academic support
1478,2,49,7,5.8,1.2,7.1,7,Stable,1,3,0.11,3.43,0.049,44.48,Medium,0.51,"Low attendance, Low LMS activity",Monitor and provide academic support
1479,7,81,10,1.9,-0.21,8.2,9,Improving,1,0,0.05,5.11,0.018,36.04,Low,0.43,"Frequent assignment delays, High stress",No immediate action required
1480,4,70,6,2.9,-0.24,7.5,1,Stable,3,2,0.86,4.48,0.363,42.25,Medium,0.39,Normal behaviour,Monitor and provide academic support
1481,1,85,13,2.2,-0.14,5.3,7,Declining,1,1,0.56,3.49,0.327,58.37,Medium,0.59,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1482,4,79,8,2.1,-0.36,9.7,3,Stable,5,0,0.1,4.99,0.035,34.74,Low,0.33,"Frequent assignment delays, Negative sentiment",No immediate action required
1483,0,47,1,5.5,0.46,9.8,3,Stable,9,2,0.1,4.31,0.039,39.19,Low,0.44,"Low attendance, Low LMS activity",No immediate action required
1484,1,50,11,5.8,0.69,4.1,2,Improving,6,1,0.85,4.16,0.49,57.65,Medium,0.55,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1485,6,79,13,4.7,0.48,6.1,5,Improving,3,4,0.27,5.71,0.102,37.83,Low,0.34,Frequent assignment delays,No immediate action required
1486,6,81,7,5.5,0.38,8.2,4,Declining,0,3,0.23,5.33,0.066,28.81,Low,0.31,Normal behaviour,No immediate action required
1487,4,62,12,3.0,-0.19,4.1,7,Stable,6,2,0.2,4.86,0.104,52.02,Medium,0.57,Frequent assignment delays,Monitor and provide academic support
1488,3,79,14,0.6,-0.03,5.7,5,Stable,0,3,0.51,3.39,0.27,52.93,Medium,0.51,Frequent assignment delays,Monitor and provide academic support
1489,3,93,11,5.1,-0.55,8.6,6,Stable,0,0,0.77,4.71,0.378,49.11,Medium,0.58,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1490,1,82,8,1.8,-0.43,4.1,6,Stable,5,3,0.92,4.12,0.539,58.59,Medium,0.5,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1491,3,64,6,2.6,-0.15,8.5,5,Improving,2,0,0.33,3.74,0.144,43.58,Medium,0.49,Normal behaviour,Monitor and provide academic support
1492,3,68,8,1.2,-0.4,5.0,4,Stable,9,0,0.17,4.98,0.078,45.69,Medium,0.43,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1493,7,98,10,5.3,0.9,7.7,1,Stable,6,3,0.7,7.3,0.167,23.9,Low,0.22,Frequent assignment delays,No immediate action required
1494,6,62,1,5.6,0.15,6.0,8,Stable,1,0,0.72,4.98,0.282,39.21,Low,0.41,High stress,No immediate action required
1495,6,52,14,2.9,-0.08,7.0,4,Declining,0,1,0.86,3.94,0.454,52.8,Medium,0.52,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1496,0,51,6,0.7,0.31,7.1,7,Improving,3,3,0.31,2.27,0.17,54.98,Medium,0.53,"Low attendance, Low LMS activity",Monitor and provide academic support
1497,0,89,4,5.2,-0.48,5.6,4,Stable,3,2,0.47,4.31,0.223,47.39,Medium,0.42,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1498,3,92,3,2.6,-0.99,5.7,7,Declining,9,1,0.71,5.98,0.323,45.54,Medium,0.55,Negative sentiment,Monitor and provide academic support
1499,2,60,7,1.2,0.06,7.1,5,Improving,0,4,0.02,2.64,0.009,45.87,Medium,0.4,Low LMS activity,Monitor and provide academic support
1500,3,79,5,3.0,0.26,3.9,8,Declining,0,3,0.48,3.87,0.223,46.5,Medium,0.44,High stress,Monitor and provide academic support
1501,5,96,0,4.8,0.34,6.5,8,Declining,3,3,0.55,5.94,0.162,29.45,Low,0.37,High stress,No immediate action required
1502,4,95,4,3.7,-0.49,5.0,1,Declining,2,1,0.58,5.19,0.206,35.49,Low,0.27,Negative sentiment,No immediate action required
1503,2,64,14,2.5,0.91,6.1,6,Stable,0,0,0.01,3.02,0.005,49.34,Medium,0.56,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1504,2,95,6,3.6,0.29,6.7,9,Improving,1,3,0.75,4.37,0.35,46.69,Medium,0.41,"Low LMS activity, High stress",Monitor and provide academic support
1505,1,92,5,3.5,-1.2,7.8,4,Declining,4,3,0.85,4.56,0.43,50.6,Medium,0.42,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1506,3,90,7,4.3,0.14,6.5,2,Stable,7,2,0.17,5.86,0.056,33.21,Low,0.31,Normal behaviour,No immediate action required
1507,6,71,11,1.8,-0.03,6.2,3,Stable,2,4,0.81,4.69,0.359,44.3,Medium,0.39,Frequent assignment delays,Monitor and provide academic support
1508,0,84,0,1.8,-0.15,6.0,7,Stable,1,2,0.71,3.08,0.348,48.97,Medium,0.52,Low LMS activity,Monitor and provide academic support
1509,0,68,1,5.3,0.82,7.4,7,Stable,5,2,0.39,4.1,0.167,42.7,Medium,0.5,Low LMS activity,Monitor and provide academic support
1510,5,47,14,3.8,0.4,10.8,4,Declining,8,3,0.32,5.27,0.138,43.02,Medium,0.44,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1511,5,70,6,1.2,-0.18,6.1,8,Improving,6,0,0.05,5.04,0.02,39.55,Low,0.49,High stress,No immediate action required
1512,3,89,9,2.2,-0.03,7.0,1,Stable,8,2,0.61,5.61,0.24,39.41,Low,0.31,Frequent assignment delays,No immediate action required
1513,6,73,5,3.2,0.8,5.2,6,Declining,1,2,0.94,4.83,0.366,38.91,Low,0.42,Normal behaviour,No immediate action required
1514,2,42,12,1.6,0.6,4.2,8,Declining,9,0,0.27,3.98,0.159,58.83,Medium,0.64,"Low attendance, Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1515,7,49,8,1.7,-0.65,4.1,4,Declining,2,2,0.44,4.31,0.204,46.44,Medium,0.43,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1516,7,93,2,2.0,0.77,6.5,4,Declining,5,0,0.18,6.29,0.032,17.56,Low,0.12,Normal behaviour,No immediate action required
1517,0,80,1,0.6,-0.86,5.1,6,Stable,6,2,0.29,3.72,0.143,49.38,Medium,0.48,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1518,7,44,3,5.2,0.57,10.2,1,Stable,5,4,0.0,5.46,0.0,21.69,Low,0.17,Low attendance,No immediate action required
1519,1,50,13,5.4,0.97,8.0,2,Stable,6,4,0.31,4.08,0.152,49.03,Medium,0.43,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1520,7,59,8,0.8,0.97,3.6,7,Declining,5,4,0.3,5.03,0.113,37.72,Low,0.4,"Low attendance, Frequent assignment delays",No immediate action required
1521,5,41,5,4.0,-0.27,6.4,8,Stable,3,0,0.46,4.13,0.228,49.51,Medium,0.5,"Low attendance, High stress",Monitor and provide academic support
1522,6,57,5,1.0,-0.0,8.2,2,Stable,5,2,0.49,4.71,0.17,34.73,Low,0.35,Low attendance,No immediate action required
1523,4,80,10,5.5,-0.52,6.2,4,Stable,9,4,0.05,6.5,0.02,39.83,Low,0.35,"Frequent assignment delays, Negative sentiment",No immediate action required
1524,1,86,4,1.2,0.58,5.9,5,Declining,9,2,0.74,4.92,0.321,43.34,Medium,0.39,Low LMS activity,Monitor and provide academic support
1525,4,97,2,2.9,0.73,6.2,4,Stable,5,1,0.07,5.69,0.016,23.19,Low,0.18,Normal behaviour,No immediate action required
1526,6,70,5,5.9,0.67,8.5,3,Stable,6,0,0.91,6.28,0.292,32.11,Low,0.31,Normal behaviour,No immediate action required
1527,2,90,1,5.0,-0.19,9.3,5,Declining,1,3,0.78,4.5,0.302,38.66,Low,0.48,Low LMS activity,No immediate action required
1528,1,51,3,3.4,-0.18,3.2,5,Stable,5,3,0.06,3.51,0.03,50.45,Medium,0.47,"Low attendance, Low LMS activity",Monitor and provide academic support
1529,6,98,0,0.6,0.21,5.4,8,Declining,4,1,0.67,5.66,0.202,30.13,Low,0.37,High stress,No immediate action required
1530,1,98,5,5.1,-0.17,7.3,5,Stable,5,4,0.25,5.26,0.098,39.05,Low,0.42,Low LMS activity,No immediate action required
1531,4,95,3,3.3,0.81,8.5,9,Improving,9,1,0.58,6.51,0.181,31.17,Low,0.25,High stress,No immediate action required
1532,3,84,5,2.7,-0.07,7.3,6,Improving,5,4,0.33,4.96,0.129,39.16,Low,0.36,Normal behaviour,No immediate action required
1533,6,66,7,5.8,-0.82,5.9,8,Declining,4,1,0.21,5.74,0.091,43.5,Medium,0.41,"Negative sentiment, High stress",Monitor and provide academic support
1534,2,97,13,2.2,0.31,8.5,7,Stable,3,0,0.11,4.55,0.047,42.81,Medium,0.49,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1535,4,97,5,4.8,0.1,5.7,2,Improving,4,3,0.85,5.87,0.301,35.46,Low,0.31,Normal behaviour,No immediate action required
1536,0,40,0,2.9,0.32,5.5,7,Improving,5,3,0.05,2.78,0.025,49.62,Medium,0.49,"Low attendance, Low LMS activity",Monitor and provide academic support
1537,7,49,2,5.9,-0.34,5.5,1,Stable,8,1,0.59,6.35,0.2,33.95,Low,0.39,"Low attendance, Negative sentiment",No immediate action required
1538,2,43,10,5.6,-0.83,6.1,1,Declining,4,1,0.91,3.81,0.559,61.45,Medium,0.55,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1539,3,59,1,4.3,0.05,4.4,8,Improving,5,3,0.14,4.53,0.06,42.99,Medium,0.35,"Low attendance, High stress",Monitor and provide academic support
1540,1,58,0,1.1,-0.69,3.2,4,Declining,3,3,0.09,2.86,0.044,48.55,Medium,0.43,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
